brand,title,type,price,available,sold,revenue,country,size_ml,price_category
Prada,PRADA CANDY BY PRADA 2.7 FL OZ EAU DE PARFUM SPRAY BRAND NEW SEALED IN BOX,Eau de Parfum,43.99,2,121,5322.79,United States,80.0,Midrange
Tom Ford,Lost Cherry Eau de Parfum 3.4 oz / 100ml For Women & Men,Eau de Parfum,69.99,4,7,489.92999999999995,Hong Kong,100.0,Midrange
Chanel,Chanel Coco Mademoiselle Eau de Parfum Sample Spray Vial 1.5ml/0.05oz,Eau de Parfum,12.99,10,32,415.68,United States,5.0,Budget
Juliette Has A Gun,Juliette Has A Gun Not A Perfume Eau De Parfum 5 ml .17 fl oz Travel Size NEW,Eau de Parfum,11.66,2,12,139.92000000000002,United States,5.0,Budget
Juliette Has A Gun,"Not A Perfume by Juliette Has A Gun, 3.3 oz EDP Spray for Women TESTER",Eau de Parfum,43.15,10,561,24207.149999999998,United States,98.0,Midrange
Versace,"Versace Yellow Diamond EDT 3.0oz - Sealed New, Luminous Scent",Eau de Toilette,32.99,6,79,2606.21,United States,89.0,Midrange
Elizabeth Taylor,DIAMONDS AND RUBIES by ELIZABETH TAYLOR 3.3 oz / 3.4 oz edt NEW in Box,Eau de Toilette,15.8,72,2499,39484.200000000004,United States,98.0,Budget
Philosophy,Philosophy Summer Grace 4oz Eau De Toilette Spray Pre-Coty,Eau de Toilette,15.0,5,5,75.0,United States,118.0,Budget
Elizabeth Taylor,Gardenia by Elizabeth Taylor Perfume for Women edp 3.4 oz Brand New In Box,Eau de Parfum,17.52,10,1692,29643.84,United States,101.0,Budget
Ariana Grande,Ariana Grande Cloud Pink Eau de Parfum 3.4 oz 100 ML Brand New & Sealed Box,Eau de Parfum,38.99,8,108,4210.92,United States,100.0,Midrange
Oscar De La Renta,SO DE LA RENTA Oscar 3.3 / 3.4 oz EDT For Women New in Box,Eau de Toilette,19.83,22,1652,32759.159999999996,United States,101.0,Budget
Victoria's Secret,VICTORIAS SECRET TEASE SUGAR FLEUR ROLLERBALL EAU DE PARFUM  .23oz/7ml no box,Eau de Parfum,17.49,17,292,5107.08,United States,7.0,Budget
Elizabeth And James Nirvana,Elizabeth And James Nirvana Amethyst Eau De Parfum Spray For Women 1.7 oz / 50ml,Eau de Parfum,19.12,3,42,803.0400000000001,United States,50.0,Budget
Armaf,"Armaf Club De Nuit Eau De Parfum Spray, Perfume for Women, 3.6 Oz",Eau de Parfum,30.9,3,607,18756.3,United States,106.0,Midrange
Le Labo,"Le Labo Another 13 Eau de Parfum EDP Sample Vial .025oz, .75ml New in Pouch",Eau de Parfum,13.89,5,52,722.28,United States,75.0,Budget
Avon,Avon Haiku REFLECTION eau de parfum spray brand new fresh 1.7 fl oz ea,Eau de Parfum,12.74,10,13,165.62,United States,50.0,Budget
Flower,12 Piece Woman’s Perfume Lot: Assorted scents In 3.4 Oz Bottles,Eau de Parfum,48.0,4,1,48.0,United States,101.0,Midrange
Calvin Klein,Escape by Calvin Klein EDP Perfume for Women 3.4 oz New In Box,Eau de Parfum,26.66,10,17854,475987.64,United States,101.0,Budget
Oscar De La Renta,Oscar by Oscar De La Renta EDT Perfume for Women 3.3 / 3.4 oz New In Box,Eau de Toilette,33.34,8,3466,115556.44000000002,United States,101.0,Midrange
Tom Ford,Tom Ford  Electric Cherry Eau De Parfum EDP Sample Spray 2ml NIB,Eau de Parfum,12.0,4,6,72.0,United States,2.0,Budget
Calvin Klein,CK IN2U HER Calvin Klein perfume edt 3.4 oz 3.3 NEW TESTER,Eau de Toilette,17.57,62,83,1458.31,United States,101.0,Budget
Elizabeth Arden,White Tea by Elizabeth Arden 3.3 / 3.4 oz EDT Perfume for Women Tester,Eau de Toilette,20.0,15,25,500.0,United States,101.0,Budget
Lanvin,Arpege by Lanvin 3.3 / 3.4 oz EDP Perfume for Women NEW In Box,Eau de Parfum,19.99,3,3,59.97,United States,101.0,Budget
Valentino,Donna Born In Roma Yellow Dream by Valentino for her EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,55.99,10,131,7334.6900000000005,Taiwan,101.0,Midrange
Yves Saint Laurent,Yves Saint Laurent Black Opium Eau De Parfum 3 oz/ 90 ml for Women,Eau de Parfum,38.68,10,14,541.52,United States,90.0,Midrange
Parfums Gres,Cabotine Gold by Parfums Gres for women EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,14.45,9,349,5043.05,United States,101.0,Budget
Katy Perry,Indivisible by Katy Perry perfume for Women EDP 3.3 / 3.4 oz New In Box,Eau de Parfum,15.88,1,103,1635.64,United States,101.0,Budget
Clinique,Aromatics Elixir by Clinique 3.4 oz Perfume Spray for Women New In Box,Eau de Parfum,32.13,10,3215,103297.95000000001,United States,101.0,Midrange
Vicki Tiel,Sirene by Vicky Tiel 3.3 / 3.4 oz EDP For Women New in Box,Eau de Parfum,18.99,21,1396,26510.039999999997,United States,101.0,Budget
Moschino,MOSCHINO TOY 2 for Women Mini Perfume 0.17 oz 5 ml Eau de Parfum Splash NEW,Eau de Parfum,9.95,4,135,1343.25,United States,5.0,Budget
Dolce & Gabbana,10 Dolce & Gabbana Light Blue Women .02 oz EDT Spray Boxed Mini/Travel  Vial NEW,Eau de Toilette,20.0,10,26,520.0,United States,1.0,Budget
Vera Wang,VERA WANG Perfume 3.3 / 3.4 oz EDP For Women Spray NEW IN BOX,Eau de Parfum,25.25,71,15897,401399.25,United States,101.0,Budget
Alfred Sung,Sung Perfume by Alfred Sung for Women 3.3 / 3.4 oz EDT New in Box,Eau de Toilette,22.25,51,2048,45568.0,United States,101.0,Budget
Dior,Dior Miss Dior 0.17 fl oz Women's Eau de Parfum,Eau de Parfum,21.99,3,83,1825.1699999999998,United States,5.0,Budget
Versace,Versace Pour Femme Dylan Purple 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,63.99,10,152,9726.48,United States,101.0,Midrange
Lancôme,Black Opium by Yves Saint Laurent 3.0 oz EDP Perfume for Women,Eau de Parfum,39.95,10,60,2397.0,United States,89.0,Midrange
Unknown,J'adore Eau De Parfum EDP 3.4oz/100ML Spray For Women Authentic Boxed Sealed,Eau de Parfum,49.99,10,4,199.96,Hong Kong,100.0,Midrange
Unknown,Yara by Lattafa Perfumes | Eau De Parfum - 100ml (3.4 fl oz) | - Women.,Eau de Parfum,15.77,300,67,1056.59,China,101.0,Budget
Givenchy,Ange Ou Demon Le Secret By Givenchy EDP For Women 3.3 oz / 100 ml *NEW*,Eau de Parfum,41.99,10,166,6970.34,United States,100.0,Midrange
Jo Malone,"Jo Malone London Cologne Spray ,Travel Size 9ml/0.3oz **Choose Your Scent** NEW",Cologne,17.0,5,968,16456.0,United States,9.0,Budget
Jessica Mcclintock,Jessica McClintock Perfume 1.7 oz EDP For Women New In Box,Eau de Parfum,18.99,73,886,16825.14,United States,50.0,Budget
Victoria's Secret,Victoria's Secret Tease Perfume for Women Eau de Parfum 3.4 oz 100ml New in Box,Eau de Parfum,30.99,10,91,2820.0899999999997,United States,100.0,Midrange
Yves Saint Laurent,Libre by Yves Saint Laurent Eau de Parfum Spray 3 fl oz for Women New In Box,Eau de Parfum,49.99,5,25,1249.75,Hong Kong,89.0,Midrange
Fragonard,Good Girl by Carolina Herrera 2.7 Fl oz Spray Eau De Parfum Women's TESTER,Eau de Parfum,44.99,10,2,89.98,United States,80.0,Midrange
Carolina Herrera,Carolina Herrera Very Good Girl 2.7 oz EDP Bold Red Fruity Perfume Sealed,Eau de Parfum,55.99,5,80,4479.2,United States,80.0,Midrange
Givenchy,L'Interdit by Givenchy Eau De Toilette For Women 2.6 oz / 80 ml *NEW*,Eau de Toilette,41.99,10,39,1637.6100000000001,United States,80.0,Midrange
Paris Hilton,Paris Hilton Perfume 3.4 oz 100ml Eau De Parfum Spray For Women New in Box,Eau de Parfum,24.5,10,20,490.0,United States,100.0,Budget
Philosophy,Philosophy Pure Grace Eau De Parfum EDP Spray for Women  2 oz NEW SEALED BOX,Eau de Parfum,38.99,10,103,4015.9700000000003,United States,59.0,Midrange
Gucci,Gucci Bloom for Her Eau De Parfum 0.16 fl oz 5 ml Mini EDP Travel Splash NWOB,Eau de Parfum,12.49,10,28,349.72,United States,5.0,Budget
Kate Spade New York,In Full Bloom Blush by Kate Spade for Women - 3.4 oz EDP Spray (Tester),Eau de Parfum,14.4,5,73,1051.2,United States,101.0,Budget
Gucci,Gucci Bloom Eau De Parfum 3.4 oz /100ml for Women,Eau de Parfum,69.99,8,53,3709.47,United States,100.0,Midrange
Narciso Rodriguez,Narciso Rodriguez FOR HER 3.3oz 100 ML Eau de Parfum Brand New Sealed In Box,Eau de Parfum,44.99,8,21,944.7900000000001,United States,100.0,Midrange
Narciso Rodriguez,Narciso Rodriguez Narciso Poudree 90ml/3.0 fl oz Regular Size New with box,Eau de Parfum,63.0,1,4,252.0,United States,89.0,Midrange
Victoria's Secret,Victoria's Secret Very Sexy Women's EDP 3.4 oz 100 ml Spray New Sealed,Eau de Parfum,30.99,6,130,4028.7,United States,100.0,Midrange
Spiritual Sky,(2-Pack) Patchouly Musk Scented Oil - Spiritual Sky - 1/4 Ounce Bottle,Others,12.99,10,49,636.51,United States,100.0,Budget
Al Hambra,Reyna Pour Femme EDP  Spray 100ML (3.4 FL.OZ)  Newest Launch Sale,Eau de Parfum,25.99,10,12,311.88,United States,101.0,Budget
Unknown,Woman EDT Spray Perfume 3.4oz New,Eau de Toilette,23.99,10,4,95.96,China,101.0,Budget
Tom Ford,"Tom Ford Soleil Neige Sheer Body Oil, Full Size 1.5oz/45mL , New & Sealed",Body Mist,25.0,5,79,1975.0,United States,45.0,Budget
Giorgio Beverly Hills,RED by GIORGIO BEVERLY HILLS women edt spray Perfume 3.0 oz New,Eau de Toilette,15.42,114,7773,119859.66,United States,89.0,Budget
Lattafa,Yara Tous by Lattafa 3.4 oz EDP Perfume Women New in Box,Eau de Parfum,28.89,10,45,1300.05,United States,101.0,Budget
Ariana Grande,Cloud by Ariana Grande 3.4 oz 100/mL EDP Perfume for Women New In Box SeaLed,Eau de Parfum,33.59,9,559,18776.81,United States,101.0,Midrange
Fragonard,Gucci Bloom EDP 3.3 oz 3.4 oz | Women's Perfume Spray,Eau de Parfum,64.99,1,5,324.95,United States,98.0,Midrange
Victoria's Secret,Victoria's Secret SOL Body Fragrance Mist 250ml/8.4 fl oz,Eau de Parfum,11.88,10,47,558.36,United States,248.0,Budget
Lancôme,Lancome Tresor EDP 3.4 oz Timeless Women's Perfume Spray New in Box,Eau de Parfum,43.99,6,52,2287.48,United States,101.0,Midrange
Perry Ellis,360 by Perry Ellis Perfume 3.3 / 3.4 oz Spray for Women edt NEW IN BOX,Eau de Toilette,25.66,33,6077,155935.82,United States,101.0,Budget
Unknown,Addict by Christian EDP Fragrances for Women 3.4 oz / 100 ml NEW IN SEALED BOX,Eau de Parfum,59.99,10,20,1199.8,Hong Kong,100.0,Midrange
Lancôme,MIRACLE by Lancome EDP for Women 3.4 oz / 100 ml *NEW IN SEALED BOX*,Eau de Parfum,52.99,10,287,15208.130000000001,United States,100.0,Midrange
Carolina Herrera,Good Girl BLUSH by Carolina Herrera 2.7 oz. EDP Spray for Women. New. NO BOX,Eau de Parfum,89.99,10,107,9628.93,United States,80.0,Prestige
J. Del Pozo,Jesus Del Pozo Halloween Perfume for Women 3.4 oz 3.3 Spray New in Box Sealed,Eau de Toilette,26.35,127,984,25928.4,United States,101.0,Budget
Jo Malone,Jo Malone Nectarine Blossom & Honey Cologne Women's Eau de  - 3.4 fl oz/100ml,Cologne,79.99,5,5,399.95,United States,101.0,Midrange
Chanel,Chanel Chance Eau Tendre EDP Eau de Parfume Spray 3.4 Oz 100 Ml (Sealed Box),Eau de Parfum,118.99,6,36,4283.639999999999,United States,100.0,Prestige
Afnan,Mystique Bouquet by Afnan Eau De Parfum Spray for Woman 2.7oz New Sealed Box,Eau de Parfum,41.5,4,17,705.5,United States,80.0,Midrange
Lancôme,Lancome LA VIE EST BELLE Eau de Parfum EDP Perfume 4ml Splash Mini Bottle NWOB,Eau de Parfum,7.95,10,162,1287.9,United States,4.0,Budget
True Religion,True Religion Perfume for Women 3.4 oz 100 ml EDP New in Box,Eau de Parfum,24.98,234,888,22182.24,United States,100.0,Budget
Thierry Mugler,Alien by Thierry Mugler perfume for women EDP 2 / 2.0 oz New in Box,Eau de Parfum,64.54,29,68,4388.72,United States,59.0,Midrange
Lattafa,Lattafa Ladies Haya EDP 3.4 oz Fragrances 6291108738504,Eau de Parfum,34.77,3,9,312.93,United States,101.0,Midrange
Yves Saint Laurent,Yves Saint Laurent Women's Opium 1.6 Oz  Eau de Toilette Spray Brand New Sealed,Eau de Toilette,29.99,10,21,629.79,United States,47.0,Budget
Ariana Grande,Ariana Grande Cloud Pink Perfume 3.4oz EDP Ethereal Bliss Brand New,Eau de Parfum,29.99,9,14,419.85999999999996,United States,101.0,Budget
Viktor & Rolf,Viktor & Rolf Flowerbomb EDP 3.4oz | Explosive Floral Perfume | Sealed,Eau de Parfum,52.99,6,30,1589.7,United States,101.0,Midrange
Lanvin,ECLAT D'ARPEGE by Lanvin 3.3 / 3.4 oz EDP Perfume For Women New tester,Eau de Parfum,24.79,70,757,18766.03,United States,101.0,Budget
Michael Kors,MICHAEL KORS EDP 3.4 Oz Eau De Parfum Spray Women NEW IN BOX SEALED,Eau de Parfum,269.0,1,59,15871.0,United States,101.0,Luxury
Taylor Swift,Taylor Swift Wonderstruck Enchanted 0.05 oz Eau De Parfum Spray Sample Vial,Eau de Parfum,5.5,10,540,2970.0,United States,1.0,Budget
Hermès,Jour D'hermes by Hermes EDP for Women 2.87 oz / 85 ml *NEW IN SEALED BOX*,Eau de Parfum,64.99,10,123,7993.7699999999995,United States,85.0,Midrange
Gucci,Gucci Bloom Perfumed Body Lotion 3.3  fl.oz / 100 ML,Body Care,29.99,6,5,149.95,United States,100.0,Budget
Paco Rabanne,LADY MILLION Paco Rabanne for women perfume EDP 2.7 oz NEW TESTER,Eau de Parfum,50.73,105,1905,96640.65,United States,80.0,Midrange
Elizabeth Arden,White Tea by Elizabeth Arden 3.3 / 3.4 oz EDT Perfume for Women New in Box,Eau de Toilette,26.33,10,2250,59242.49999999999,United States,101.0,Budget
Versace,VERSACE CRYSTAL NOIR by Gianni Versace for women EDT 3.0 oz New in Box,Eau de Toilette,46.44,10,2838,131796.72,United States,89.0,Midrange
Ralph Lauren,Ralph by Ralph Lauren 3.4 oz EDT Perfume for Women TSTR,Eau de Toilette,43.98,7,12,527.76,United States,101.0,Midrange
Kenneth Cole,Reaction for Her by Kenneth Cole 3.3 / 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,23.97,117,920,22052.399999999998,United States,101.0,Budget
Ouai,OUAI Hair & Body Mist In ST. BARTS 3.3oz / 97ml Full Size NEW RELEASE '24,Eau de Parfum,44.95,2,4,179.8,United States,97.0,Midrange
Dolce & Gabbana,Dolce & Gabbana Light Blue for Women 3.3 oz / 3.4 oz Refreshing EDT New,Eau de Toilette,32.49,6,88,2859.1200000000003,United States,98.0,Midrange
Lancôme,Lot 3 x Lancome Perfume La Vie Est Belle Eau de Parfum EDP Travel Size 4ml =12ml,Eau de Parfum,14.99,10,256,3837.44,United States,4.0,Budget
Escada,Sorbetto Rosso by Escada for women EDT 3.3 / 3.4 oz New In Box,Eau de Toilette,29.26,23,392,11469.92,United States,101.0,Budget
Thierry Mugler,Angel by Thierry Mugler Star Refillable EDP For Women 0.8oz / 25ml *NEW IN BOX*,Eau de Parfum,36.99,10,70,2589.3,United States,25.0,Midrange
Armaf,Tag - Her by Armaf perfume EDP 3.3 / 3.4 oz New In Box,Eau de Parfum,19.1,44,373,7124.3,United States,101.0,Budget
J. Del Pozo,Halloween by Jesus Del Pozo for women EDT 3.3 /3.4 oz New Tester,Eau de Toilette,19.39,33,651,12622.890000000001,United States,101.0,Budget
Gucci,Gucci Bamboo Eau De Parfum Spray 2.5 fl oz New Factory Sealed,Eau de Parfum,31.0,3,112,3472.0,United States,74.0,Midrange
Elizabeth Arden,5TH AVENUE by Elizabeth Arden 4.2 oz EDP for Women New In Box Sealed,Eau de Parfum,23.42,110,536,12553.12,United States,124.0,Budget
Elizabeth Arden,SUNFLOWERS by Elizabeth Arden for women EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,15.31,331,1927,29502.370000000003,United States,101.0,Budget
Unknown,Flora Gorgeous Gardenia By-Gucci Eau De Parfum EDP 3.3 Oz Perfume For Women NIB,Eau de Parfum,52.99,8,8,423.92,United States,98.0,Midrange
Creed,Creed Spring Flower 2.5 oz / 75 ml Eau De Parfum Spray New in Box,Eau de Parfum,174.99,9,14,2449.86,United States,75.0,Luxury
Byredo,Byredo Mojave Ghost Eau de Parfum EDP Spray 3.4 oz / 100 ml Perfume for Unisex,Eau de Parfum,69.99,3,34,2379.66,Hong Kong,100.0,Midrange
Kilian,Good Girl Gone Bad by Kilian 1.7 oz. EDP REFILLABLE Spray Women. New Sealed Box,Eau de Parfum,99.99,1,20,1999.8,United States,50.0,Prestige
Maison Alhambra,DELILAH PERFUME EDP 3.4 OZ BY MAISON ALHAMBRA LATTAFA FOR WOMEN -FREE SHIPING,Eau de Parfum,23.99,10,0,0.0,United States,101.0,Budget
Acqua Di Parma,ACQUA DI PARMA Blu Mediterraneo Mandorlo Di Sicilia 2.5 oz / 2.5 oz 75 ml,Eau de Toilette,50.0,2,14,700.0,United States,75.0,Midrange
Dana,TABU By Dana 2.3 oz/68 ml Eau De Cologne Spary For Women Sealed Pack New In Box,Cologne,15.25,10,104,1586.0,United States,68.0,Budget
Lancôme,Lancome Tresor Women Eau de Parfum 3.4 oz 100 ml New Sealed in Box,Eau de Parfum,43.99,10,40,1759.6000000000001,United States,100.0,Midrange
Jimmy Choo,JIMMY CHOO ILLICIT FLOWER by Jimmy Choo perfume EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,34.43,16,563,19384.09,United States,101.0,Midrange
Moschino,New in Box Women's Perfume Toy 2 by Moschino Eau De Parfum EDP Spray 3.4oz/100ml,Eau de Parfum,37.88,8,8,303.04,United States,100.0,Midrange
Hermès,Un Jardin Sur Le Nil by Hermes EDT for Women 1.6 oz / 50 ml *NEW IN SEALED BOX*,Eau de Toilette,49.99,10,35,1749.65,United States,50.0,Midrange
Estée Lauder,PLEASURES INTENSE by Estee Lauder 3.4 oz edp Perfume for women NEW IN BOX,Eau de Parfum,42.04,413,413,17362.52,United States,101.0,Midrange
Dolce & Gabbana,Dolce and Gabbana Womens Light Blue Fragrance Carded Sample 1.5ml Lot Of 5,Eau de Toilette,10.0,10,110,1100.0,United States,5.0,Budget
Cacharel,NOA by Cacharel Perfume 3.4 oz Spray 3.3 edt New 100 ml,Eau de Toilette,27.06,18,21,568.26,United States,100.0,Budget
Burberry,Burberry Her Blossom Eau De Toilette EDT Perfume Spray for Women 100 ml / 3.3 oz,Eau de Toilette,55.99,3,14,783.86,Canada,100.0,Midrange
Giorgio Armani,Acqua Di Gioia by Giorgio Armani 3.4 oz EDP Perfume for Women New In Box,Eau de Toilette,69.98,10,2663,186356.74000000002,United States,101.0,Midrange
Liz Claiborne,BORA BORA by Liz Claiborne perfume for women EDP 3.4 oz New in Box,Eau de Parfum,17.25,165,2156,37191.0,United States,101.0,Budget
Dolce & Gabbana,Garden by Dolce & Gabbana for Women 1.6oz Eau De Parfum Spray New In Box,Eau de Parfum,29.95,6,13,389.34999999999997,United States,47.0,Budget
MAC,mac turquatic fragrance  perfume .68oz/20ml - NIB - FREE SHIPPING,Eau de Parfum,29.99,7,45,1349.55,United States,20.0,Budget
Yves Saint Laurent,LIBRE By Yves Saint Laurent YSL Eau de Parfum EDP Perfume 3 Oz/90ML for Women,Eau de Parfum,49.99,5,6,299.94,United States,90.0,Midrange
Unknown,NEW WITH BOX For Her Eau De Toilette Narciso_Rodriguez EDT Spray 3.3 Oz Sealed,Eau de Toilette,43.82,5,20,876.4,China,98.0,Midrange
Dossier,Woody Peony Womans Dossier fragrance for Ex Nihilo's Fleur Narcotique 90%  FULL,Eau de Parfum,38.0,2,8,304.0,United States,100.0,Midrange
Cacharel,Anais Anais L'Original by Cacharel 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,29.97,93,2311,69260.67,United States,101.0,Budget
Dolce & Gabbana,"Light Blue Summer Vibes by Dolce & Gabbana, 3.3 oz EDT Spray for Women",Eau de Toilette,52.39,10,145,7596.55,United States,98.0,Midrange
Sol De Janeiro,"SOL DE JANEIRO Brazilian Crush 68 Perfume Mist 90ml/3oz, Factory sealed, NO Box",Eau de Parfum,21.95,9,85,1865.75,United States,90.0,Budget
Dana,CHANTILLY for WOMEN by DANA * Big Size 3.5 oz (104 ml) EDT Spray * NEW & SEALED,Eau de Toilette,24.95,7,171,4266.45,United States,104.0,Budget
Dossier,Dossier Fruity Almond Eau de Parfum 1.7 Oz Fragrance Perfume NEW IN BOX,Eau de Parfum,18.75,10,29,543.75,United States,50.0,Budget
Robert Piguet,Fracas by Robert Piguet Eau De Parfum 1.7 oz/50ml Spray New No Box,Eau de Parfum,72.0,8,41,2952.0,United States,50.0,Midrange
Giorgio Armani,My Way Intense by Giorgio Armani EDP for Women 1.7 oz / 50ml *NEW IN BOX*,Eau de Parfum,54.99,10,40,2199.6,United States,50.0,Midrange
Hollister,Hollister Wave by Hollister 3.4 oz EDP Perfume for Women Brand New In Box,Eau de Parfum,18.14,10,1966,35663.24,United States,101.0,Budget
Halston,Halston Cologne Spray Perfume for Women 3.4 oz Brand New Tester With Cap,Cologne,14.7,2,169,2484.2999999999997,United States,101.0,Budget
Lancôme,Tresor Midnight Rose by Lancome 2.5 oz. L'Eau de Parfum Spray for Women. New Box,Eau de Parfum,44.99,10,12,539.88,United States,74.0,Midrange
Burberry,Burberry Touch by Burberry perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,34.93,1,1947,68008.71,United States,101.0,Midrange
Gloss Moderne,Gloss Moderne Clean Luxury Roll-On Perfume Oil - Universelle - .5oz/15ml,Eau de Parfum,28.9,1,1,28.9,United States,15.0,Budget
Lancôme,"Lancome La Vie Est Belle Little Luxuries Set Parfum,Lotion,Gloss,Blush $55 Value",Eau de Parfum,15.0,10,7,105.0,United States,100.0,Budget
Unknown,Carmina By Creed EDP 75ml 2.5 oz Spray For Women Gifts New In Sealed Box,Eau de Parfum,128.88,10,21,2706.48,Hong Kong,75.0,Prestige
Versace,Mini Versace Crystal Noir by Versace 0.17 oz EDT Perfume for Women New In Box,Eau de Toilette,9.94,10,4775,47463.5,United States,5.0,Budget
Jimmy Choo,JIMMY CHOO by Jimmy Choo 3.3 / 3.4 oz EDP Women NEW IN BOX,Eau de Parfum,38.89,25,1832,71246.48,United States,101.0,Midrange
Unknown,Blooming Bouquet Bydior 3.4oz/ 100ml  EDT Perfume for Women Spray Sealed In Box,Eau de Toilette,74.99,1,6,449.93999999999994,United States,100.0,Midrange
Oscar De La Renta,VOLUPTE by Oscar de la Renta 3.3 / 3.4 oz EDT Perfume For Women New in Box,Eau de Toilette,19.41,15,2436,47282.76,United States,101.0,Budget
Versace,"Versace by Versace, 5 Piece Variety Mini Gift Set for Women New",Gift Set,43.15,10,66,2847.9,United States,100.0,Midrange
Juicy Couture,Viva La Juicy La Fleur by Juicy Couture 5 oz EDT Perfume Women Brand New Tester,Eau de Toilette,27.98,3,204,5707.92,United States,148.0,Budget
Calvin Klein,Ck One Shock for Her by Calvin Klein 6.7/6.8 oz EDT Perfume for Women New In Box,Eau de Toilette,26.15,112,1954,51097.1,United States,201.0,Budget
Coach,Coach Poppy Women's Eau de Parfum Spray 3.4 Oz Fragrance New Sealed,Eau de Parfum,26.0,1,2,52.0,United States,101.0,Budget
Lancôme,TRESOR BY LANCOME 3.4 OZ / 100 ML L'EAU DE PARFUM SPRAY WOMEN'S NEW & SEALED,Eau de Parfum,40.99,1,7,286.93,United States,100.0,Midrange
Justin Bieber,The Key by Justin Bieber 3.4 oz / 100 ml Edp spy perfume for women femme vintage,Eau de Parfum,76.5,10,2,153.0,United States,100.0,Midrange
Revlon,Charlie White by Revlon Eau de Toilette Perfume for Women 3.4 oz New In Box,Eau de Toilette,7.99,8,131,1046.69,United States,101.0,Budget
Unknown,J'adore 3.4 oz/100 ml Eau De Parfum EDP Women Spray Gift For Her New & Sealed,Eau de Parfum,78.99,10,7,552.93,United States,100.0,Midrange
Estée Lauder,Youth Dew by Estee Lauder for Women Bath Oil 2.0 oz / 60 ml New in Box,Body Care,40.0,10,10,400.0,United States,60.0,Midrange
Robert Piguet,Rollerball Fracas by Robert Piguet Eau De Parfum 0.25 oz / 7.5 ml new,Eau de Parfum,29.95,10,14,419.3,United States,5.0,Budget
Maison Alhambra,Tascano Leather by Maison Alhambra for Women 2.7 oz Brand New in Box,Eau de Parfum,21.69,7,3,65.07000000000001,United States,80.0,Budget
Marc Jacobs,DAISY by Marc Jacobs for women EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,57.63,10,430,24780.9,United States,101.0,Midrange
Sarah Jessica Parker,Sarah Jessica Parker Ladies Lovely EDP Spray 6.7 oz Fragrances 5060426150678,Eau de Parfum,27.25,3,9,245.25,United States,198.0,Budget
Jennifer Lopez,Miami Glow by J.LO Jennifer Lopez EDT Perfume for Women 3.4 oz New In Box,Eau de Toilette,23.68,10,1576,37319.68,United States,101.0,Budget
Thierry Mugler,Thierry Mugler Angel Womens EDP 3.4 oz Iconic Luxurious Scent New Sealed,Eau de Parfum,49.99,6,75,3749.25,United States,101.0,Midrange
Lancôme,Lancome Tresor 3.4 oz EDP | Classic Women's Perfume Spray | New in Box,Eau de Parfum,42.99,10,20,859.8000000000001,United States,101.0,Midrange
Robert Piguet,Fracas De Robert Piguet  Edp Spray 3.4oz/100ml New & Unbox Authentic,Eau de Parfum,99.0,5,7,693.0,United States,100.0,Prestige
Ouai,OUAI MELROSE PLACE EAU DE PARFUM 1.5ML NEW IN BAG,Eau de Parfum,7.99,10,73,583.27,United States,5.0,Budget
Clinique,Aromatics Elixir By Clinique For Women. Body Smoother 6.7-Ounces,Body Care,23.0,1,102,2346.0,United States,100.0,Budget
Xerjoff,Xerjoff Casamorati Bouquet Ideale Eau de Parfum 3.4 Oz Spray Regular Size No Box,Eau de Parfum,99.0,1,11,1089.0,United States,101.0,Prestige
Kate Spade,"Bloom by Kate Spade, 3.3 oz EDT Spray for Women",Eau de Toilette,34.36,10,28,962.0799999999999,United States,98.0,Midrange
Lancôme,Idole by Lancome Eau de Parfum EDP Perfume for Women 2.5 oz New in Box,Eau de Parfum,44.98,10,23,1034.54,United States,74.0,Midrange
Unknown,100ML Marc Jacobs Daisy by Marc Jacobs 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,42.88,10,34,1457.92,United States,100.0,Midrange
Kenzo,Kenzo Jungle Elephant by Kenzo EDP For Women 3.4 oz / 100 ml *NEW IN BOX*,Eau de Parfum,38.99,10,57,2222.4300000000003,United States,100.0,Midrange
Dolce & Gabbana,Dolce & Gabbana Light Blue 3.3 /3.4 oz Women’s Eau de Toilette EDT Spray NEW!!,Eau de Toilette,28.6,10,145,4147.0,United States,101.0,Budget
Jimmy Choo,Jimmy Choo Mini Set Gift Set Fragrances 3386460140898,Eau de Parfum,45.11,3,15,676.65,United States,100.0,Midrange
Versace,VERSACE EROS POUR FEMME 3.3 / 3.4 oz EDP Perfume For Women New Tester,Eau de Parfum,50.07,62,1522,76206.54,United States,101.0,Midrange
Zara,Zara Hello kitty Eau De Toilette 1.69 fl oz/50ml Perfume Fragrance Spray,Eau de Toilette,24.99,7,3,74.97,United States,50.0,Budget
Victoria's Secret,Victoria's Secret Bombshell Sundrenched Eau De Parfum 3.4 Fl Oz Edp Perfume New,Eau de Parfum,59.99,4,0,0.0,United States,101.0,Midrange
